
======================================================================
🚀 AI Translation - OpenAI GPT-4o mini
======================================================================
Model: gpt-4o-mini
Target: Entries with ID <= 60000 (includes 行く, 見る, 飲む)
Database: data/dictionary_full_multilingual.sqlite
Pricing: $0.150/M input, $0.600/M output (6x cheaper than Claude!)
======================================================================

Found 64438 senses to translate

Estimated cost: $1.06
Estimated time: 64.4 minutes

Auto-confirmed with --yes flag

🔄 Starting translation...


Progress: 100/64438 (0%) | Rate: 5.1/s | ETA: 211.4min | Cost: $0.001
Progress: 200/64438 (0%) | Rate: 4.6/s | ETA: 232.5min | Cost: $0.002
Progress: 300/64438 (0%) | Rate: 4.4/s | ETA: 240.7min | Cost: $0.002
Progress: 400/64438 (0%) | Rate: 4.3/s | ETA: 245.8min | Cost: $0.003
Progress: 500/64438 (0%) | Rate: 4.2/s | ETA: 255.3min | Cost: $0.004
Progress: 600/64438 (0%) | Rate: 4.3/s | ETA: 246.7min | Cost: $0.004
Progress: 700/64438 (1%) | Rate: 4.6/s | ETA: 230.8min | Cost: $0.005
Progress: 800/64438 (1%) | Rate: 4.6/s | ETA: 228.3min | Cost: $0.006
Progress: 900/64438 (1%) | Rate: 4.8/s | ETA: 219.5min | Cost: $0.006
Progress: 1000/64438 (1%) | Rate: 4.9/s | ETA: 214.8min | Cost: $0.007
Progress: 1100/64438 (1%) | Rate: 4.5/s | ETA: 232.9min | Cost: $0.007
Progress: 1200/64438 (1%) | Rate: 4.6/s | ETA: 231.5min | Cost: $0.008
Progress: 1300/64438 (2%) | Rate: 4.6/s | ETA: 227.6min | Cost: $0.009
Progress: 1400/64438 (2%) | Rate: 4.6/s | ETA: 226.4min | Cost: $0.009
Progress: 1500/64438 (2%) | Rate: 4.8/s | ETA: 218.4min | Cost: $0.010
Progress: 1600/64438 (2%) | Rate: 5.0/s | ETA: 211.5min | Cost: $0.010
Progress: 1700/64438 (2%) | Rate: 5.0/s | ETA: 209.8min | Cost: $0.011
Progress: 1800/64438 (2%) | Rate: 5.0/s | ETA: 207.9min | Cost: $0.012
Progress: 1900/64438 (2%) | Rate: 5.0/s | ETA: 208.5min | Cost: $0.012
Progress: 2000/64438 (3%) | Rate: 5.0/s | ETA: 208.5min | Cost: $0.013
Progress: 27800/64438 (43%) | Rate: 4.3/s | ETA: 140.6min | Cost: $0.206
Progress: 27900/64438 (43%) | Rate: 4.3/s | ETA: 140.2min | Cost: $0.207
Progress: 28000/64438 (43%) | Rate: 4.3/s | ETA: 139.8min | Cost: $0.207
Progress: 28100/64438 (43%) | Rate: 4.3/s | ETA: 139.5min | Cost: $0.208
Progress: 28200/64438 (43%) | Rate: 4.3/s | ETA: 139.2min | Cost: $0.209
Progress: 28300/64438 (43%) | Rate: 4.3/s | ETA: 138.7min | Cost: $0.210
Progress: 28400/64438 (44%) | Rate: 4.3/s | ETA: 138.3min | Cost: $0.210
Progress: 28500/64438 (44%) | Rate: 4.3/s | ETA: 137.9min | Cost: $0.211
Progress: 28600/64438 (44%) | Rate: 4.3/s | ETA: 137.5min | Cost: $0.212
Progress: 28700/64438 (44%) | Rate: 4.3/s | ETA: 137.1min | Cost: $0.213
Progress: 28800/64438 (44%) | Rate: 4.3/s | ETA: 136.9min | Cost: $0.213
Progress: 28900/64438 (44%) | Rate: 4.3/s | ETA: 136.5min | Cost: $0.214
Progress: 29000/64438 (45%) | Rate: 4.3/s | ETA: 136.1min | Cost: $0.215
Progress: 29100/64438 (45%) | Rate: 4.3/s | ETA: 135.6min | Cost: $0.216
Progress: 29200/64438 (45%) | Rate: 4.3/s | ETA: 135.3min | Cost: $0.216
Progress: 29300/64438 (45%) | Rate: 4.3/s | ETA: 135.0min | Cost: $0.217
Progress: 29400/64438 (45%) | Rate: 4.3/s | ETA: 134.6min | Cost: $0.218
Progress: 29500/64438 (45%) | Rate: 4.3/s | ETA: 134.2min | Cost: $0.219
Progress: 29600/64438 (45%) | Rate: 4.3/s | ETA: 133.9min | Cost: $0.219
Progress: 29700/64438 (46%) | Rate: 4.3/s | ETA: 133.4min | Cost: $0.220
Progress: 29800/64438 (46%) | Rate: 4.3/s | ETA: 132.9min | Cost: $0.221
Progress: 29900/64438 (46%) | Rate: 4.3/s | ETA: 132.6min | Cost: $0.221
Progress: 30000/64438 (46%) | Rate: 4.3/s | ETA: 132.1min | Cost: $0.222
Progress: 30100/64438 (46%) | Rate: 4.3/s | ETA: 131.7min | Cost: $0.223
Progress: 30200/64438 (46%) | Rate: 4.3/s | ETA: 131.3min | Cost: $0.224
Progress: 30300/64438 (47%) | Rate: 4.3/s | ETA: 131.0min | Cost: $0.224
Progress: 30400/64438 (47%) | Rate: 4.3/s | ETA: 130.6min | Cost: $0.225
Progress: 30500/64438 (47%) | Rate: 4.3/s | ETA: 130.2min | Cost: $0.226
Progress: 30600/64438 (47%) | Rate: 4.3/s | ETA: 130.3min | Cost: $0.227
Progress: 30700/64438 (47%) | Rate: 4.3/s | ETA: 129.8min | Cost: $0.227
Progress: 30800/64438 (47%) | Rate: 4.3/s | ETA: 129.4min | Cost: $0.228
Progress: 30900/64438 (47%) | Rate: 4.3/s | ETA: 129.0min | Cost: $0.229
Progress: 31000/64438 (48%) | Rate: 4.3/s | ETA: 128.5min | Cost: $0.230
Progress: 31100/64438 (48%) | Rate: 4.3/s | ETA: 128.1min | Cost: $0.230
Progress: 31200/64438 (48%) | Rate: 4.3/s | ETA: 127.7min | Cost: $0.231
Progress: 31300/64438 (48%) | Rate: 4.3/s | ETA: 127.5min | Cost: $0.232
Progress: 31400/64438 (48%) | Rate: 4.3/s | ETA: 127.2min | Cost: $0.233
Progress: 31500/64438 (48%) | Rate: 4.3/s | ETA: 126.6min | Cost: $0.233
Progress: 31600/64438 (49%) | Rate: 4.3/s | ETA: 126.2min | Cost: $0.234
Progress: 31700/64438 (49%) | Rate: 4.3/s | ETA: 125.9min | Cost: $0.235
Progress: 31800/64438 (49%) | Rate: 4.3/s | ETA: 125.6min | Cost: $0.236
Progress: 31900/64438 (49%) | Rate: 4.3/s | ETA: 125.1min | Cost: $0.236
Progress: 32000/64438 (49%) | Rate: 4.3/s | ETA: 124.8min | Cost: $0.237
Progress: 32100/64438 (49%) | Rate: 4.3/s | ETA: 124.3min | Cost: $0.238
Progress: 32200/64438 (49%) | Rate: 4.3/s | ETA: 123.9min | Cost: $0.239
Progress: 32300/64438 (50%) | Rate: 4.3/s | ETA: 123.6min | Cost: $0.239
Progress: 32400/64438 (50%) | Rate: 4.3/s | ETA: 123.2min | Cost: $0.240
Progress: 32500/64438 (50%) | Rate: 4.3/s | ETA: 122.9min | Cost: $0.241
Progress: 32600/64438 (50%) | Rate: 4.3/s | ETA: 122.4min | Cost: $0.242
Progress: 32700/64438 (50%) | Rate: 4.3/s | ETA: 122.2min | Cost: $0.242
Progress: 32800/64438 (50%) | Rate: 4.3/s | ETA: 121.9min | Cost: $0.243
Progress: 32900/64438 (51%) | Rate: 4.3/s | ETA: 121.6min | Cost: $0.244
Progress: 33000/64438 (51%) | Rate: 4.3/s | ETA: 121.0min | Cost: $0.244
Progress: 33100/64438 (51%) | Rate: 4.3/s | ETA: 120.6min | Cost: $0.245
Progress: 33200/64438 (51%) | Rate: 4.3/s | ETA: 120.2min | Cost: $0.246
Progress: 33300/64438 (51%) | Rate: 4.3/s | ETA: 119.8min | Cost: $0.247
Progress: 33400/64438 (51%) | Rate: 4.3/s | ETA: 119.5min | Cost: $0.247
Progress: 33500/64438 (51%) | Rate: 4.3/s | ETA: 119.1min | Cost: $0.248
Progress: 33600/64438 (52%) | Rate: 4.3/s | ETA: 118.6min | Cost: $0.249
Progress: 33700/64438 (52%) | Rate: 4.3/s | ETA: 118.3min | Cost: $0.249
Progress: 33800/64438 (52%) | Rate: 4.3/s | ETA: 117.9min | Cost: $0.250
Progress: 33900/64438 (52%) | Rate: 4.3/s | ETA: 117.5min | Cost: $0.251
Progress: 34000/64438 (52%) | Rate: 4.3/s | ETA: 117.1min | Cost: $0.252
Progress: 34100/64438 (52%) | Rate: 4.3/s | ETA: 116.7min | Cost: $0.252
Progress: 34200/64438 (53%) | Rate: 4.3/s | ETA: 116.3min | Cost: $0.253
Progress: 34300/64438 (53%) | Rate: 4.3/s | ETA: 115.8min | Cost: $0.254
Progress: 34400/64438 (53%) | Rate: 4.3/s | ETA: 115.4min | Cost: $0.255
Progress: 34500/64438 (53%) | Rate: 4.3/s | ETA: 114.9min | Cost: $0.256
Progress: 34600/64438 (53%) | Rate: 4.3/s | ETA: 114.5min | Cost: $0.256
Progress: 34700/64438 (53%) | Rate: 4.3/s | ETA: 114.2min | Cost: $0.257
Progress: 34800/64438 (54%) | Rate: 4.3/s | ETA: 113.8min | Cost: $0.258
Progress: 34900/64438 (54%) | Rate: 4.3/s | ETA: 113.4min | Cost: $0.259
Progress: 35000/64438 (54%) | Rate: 4.3/s | ETA: 112.9min | Cost: $0.259
Progress: 35100/64438 (54%) | Rate: 4.3/s | ETA: 112.5min | Cost: $0.260
Progress: 35200/64438 (54%) | Rate: 4.3/s | ETA: 112.1min | Cost: $0.261
Progress: 35300/64438 (54%) | Rate: 4.3/s | ETA: 111.6min | Cost: $0.262
Progress: 35400/64438 (54%) | Rate: 4.4/s | ETA: 111.2min | Cost: $0.262
Progress: 35500/64438 (55%) | Rate: 4.4/s | ETA: 110.7min | Cost: $0.263
Progress: 35600/64438 (55%) | Rate: 4.4/s | ETA: 110.3min | Cost: $0.264
Progress: 35700/64438 (55%) | Rate: 4.4/s | ETA: 109.9min | Cost: $0.265
Progress: 35800/64438 (55%) | Rate: 4.4/s | ETA: 109.5min | Cost: $0.265
Progress: 35900/64438 (55%) | Rate: 4.4/s | ETA: 108.9min | Cost: $0.266
Progress: 36000/64438 (55%) | Rate: 4.4/s | ETA: 108.4min | Cost: $0.266
Progress: 36100/64438 (56%) | Rate: 4.4/s | ETA: 108.0min | Cost: $0.267
Progress: 36200/64438 (56%) | Rate: 4.4/s | ETA: 107.6min | Cost: $0.268
Progress: 36300/64438 (56%) | Rate: 4.4/s | ETA: 107.2min | Cost: $0.269
Progress: 36400/64438 (56%) | Rate: 4.4/s | ETA: 106.9min | Cost: $0.269
Progress: 36500/64438 (56%) | Rate: 4.4/s | ETA: 106.5min | Cost: $0.270
Progress: 36600/64438 (56%) | Rate: 4.4/s | ETA: 106.1min | Cost: $0.271
Progress: 36700/64438 (56%) | Rate: 4.4/s | ETA: 105.7min | Cost: $0.272
Progress: 36800/64438 (57%) | Rate: 4.4/s | ETA: 105.3min | Cost: $0.272
Progress: 36900/64438 (57%) | Rate: 4.4/s | ETA: 104.9min | Cost: $0.273
Progress: 37000/64438 (57%) | Rate: 4.4/s | ETA: 104.5min | Cost: $0.274
Progress: 37100/64438 (57%) | Rate: 4.4/s | ETA: 104.1min | Cost: $0.275
Progress: 37200/64438 (57%) | Rate: 4.4/s | ETA: 103.8min | Cost: $0.275
Progress: 37300/64438 (57%) | Rate: 4.4/s | ETA: 103.4min | Cost: $0.276
Progress: 37400/64438 (58%) | Rate: 4.4/s | ETA: 103.2min | Cost: $0.277
Progress: 37500/64438 (58%) | Rate: 4.4/s | ETA: 102.8min | Cost: $0.278
Progress: 37600/64438 (58%) | Rate: 4.4/s | ETA: 102.4min | Cost: $0.278
Progress: 37700/64438 (58%) | Rate: 4.4/s | ETA: 102.1min | Cost: $0.279
Progress: 37800/64438 (58%) | Rate: 4.4/s | ETA: 101.8min | Cost: $0.280
Progress: 37900/64438 (58%) | Rate: 4.4/s | ETA: 101.5min | Cost: $0.281
Progress: 38000/64438 (58%) | Rate: 4.4/s | ETA: 101.1min | Cost: $0.281
Progress: 38100/64438 (59%) | Rate: 4.4/s | ETA: 100.8min | Cost: $0.282
Progress: 38200/64438 (59%) | Rate: 4.4/s | ETA: 100.4min | Cost: $0.283
Progress: 38300/64438 (59%) | Rate: 4.4/s | ETA: 100.0min | Cost: $0.284
Progress: 38400/64438 (59%) | Rate: 4.4/s | ETA: 99.7min | Cost: $0.284
Progress: 38500/64438 (59%) | Rate: 4.3/s | ETA: 99.4min | Cost: $0.285
Progress: 38600/64438 (59%) | Rate: 4.3/s | ETA: 99.1min | Cost: $0.286
Progress: 38700/64438 (60%) | Rate: 4.3/s | ETA: 98.6min | Cost: $0.287
Progress: 38800/64438 (60%) | Rate: 4.3/s | ETA: 98.3min | Cost: $0.288
Progress: 38900/64438 (60%) | Rate: 4.4/s | ETA: 97.8min | Cost: $0.288
Progress: 39000/64438 (60%) | Rate: 4.4/s | ETA: 97.5min | Cost: $0.289
Progress: 39100/64438 (60%) | Rate: 4.3/s | ETA: 97.3min | Cost: $0.290
Progress: 39200/64438 (60%) | Rate: 4.3/s | ETA: 96.9min | Cost: $0.290
Progress: 39300/64438 (60%) | Rate: 4.3/s | ETA: 96.5min | Cost: $0.291
Progress: 39400/64438 (61%) | Rate: 4.3/s | ETA: 96.1min | Cost: $0.292
Progress: 39500/64438 (61%) | Rate: 4.3/s | ETA: 95.7min | Cost: $0.293
Progress: 39600/64438 (61%) | Rate: 4.3/s | ETA: 95.3min | Cost: $0.293
Progress: 39700/64438 (61%) | Rate: 4.3/s | ETA: 95.0min | Cost: $0.294
Progress: 39800/64438 (61%) | Rate: 4.3/s | ETA: 94.6min | Cost: $0.295
Progress: 39900/64438 (61%) | Rate: 4.3/s | ETA: 94.2min | Cost: $0.296
Progress: 40000/64438 (62%) | Rate: 4.3/s | ETA: 93.8min | Cost: $0.296
Progress: 40100/64438 (62%) | Rate: 4.3/s | ETA: 93.4min | Cost: $0.297
Progress: 40200/64438 (62%) | Rate: 4.3/s | ETA: 93.1min | Cost: $0.298
Progress: 40300/64438 (62%) | Rate: 4.3/s | ETA: 92.6min | Cost: $0.299
Progress: 40400/64438 (62%) | Rate: 4.3/s | ETA: 92.3min | Cost: $0.299
Progress: 40500/64438 (62%) | Rate: 4.3/s | ETA: 91.8min | Cost: $0.300
Progress: 40600/64438 (63%) | Rate: 4.3/s | ETA: 91.4min | Cost: $0.301
Progress: 40700/64438 (63%) | Rate: 4.3/s | ETA: 91.0min | Cost: $0.302
Progress: 40800/64438 (63%) | Rate: 4.3/s | ETA: 90.7min | Cost: $0.302
Progress: 40900/64438 (63%) | Rate: 4.4/s | ETA: 90.1min | Cost: $0.303
Progress: 41000/64438 (63%) | Rate: 4.4/s | ETA: 89.7min | Cost: $0.304
Progress: 41100/64438 (63%) | Rate: 4.4/s | ETA: 89.3min | Cost: $0.304
Progress: 41200/64438 (63%) | Rate: 4.4/s | ETA: 88.9min | Cost: $0.305
Progress: 41300/64438 (64%) | Rate: 4.4/s | ETA: 88.5min | Cost: $0.306
Progress: 41400/64438 (64%) | Rate: 4.4/s | ETA: 88.1min | Cost: $0.307
Progress: 41500/64438 (64%) | Rate: 4.4/s | ETA: 87.7min | Cost: $0.308
Progress: 41600/64438 (64%) | Rate: 4.4/s | ETA: 87.2min | Cost: $0.308
Progress: 41700/64438 (64%) | Rate: 4.4/s | ETA: 86.8min | Cost: $0.309
Progress: 41800/64438 (64%) | Rate: 4.4/s | ETA: 86.5min | Cost: $0.310
Progress: 41900/64438 (65%) | Rate: 4.4/s | ETA: 86.1min | Cost: $0.310
Progress: 42000/64438 (65%) | Rate: 4.4/s | ETA: 85.8min | Cost: $0.311
Progress: 42100/64438 (65%) | Rate: 4.4/s | ETA: 85.4min | Cost: $0.312
Progress: 42200/64438 (65%) | Rate: 4.4/s | ETA: 85.0min | Cost: $0.313
Progress: 42300/64438 (65%) | Rate: 4.4/s | ETA: 84.6min | Cost: $0.313
Progress: 42400/64438 (65%) | Rate: 4.4/s | ETA: 84.2min | Cost: $0.314
Progress: 42500/64438 (65%) | Rate: 4.4/s | ETA: 83.8min | Cost: $0.315
Progress: 42600/64438 (66%) | Rate: 4.4/s | ETA: 83.4min | Cost: $0.315
Progress: 42700/64438 (66%) | Rate: 4.4/s | ETA: 83.0min | Cost: $0.316
Progress: 42800/64438 (66%) | Rate: 4.4/s | ETA: 82.6min | Cost: $0.317
Progress: 42900/64438 (66%) | Rate: 4.4/s | ETA: 82.2min | Cost: $0.318
Progress: 43000/64438 (66%) | Rate: 4.4/s | ETA: 81.8min | Cost: $0.318
Progress: 43100/64438 (66%) | Rate: 4.4/s | ETA: 81.4min | Cost: $0.319
Progress: 43200/64438 (67%) | Rate: 4.4/s | ETA: 81.0min | Cost: $0.320
Progress: 43300/64438 (67%) | Rate: 4.4/s | ETA: 80.6min | Cost: $0.321
Progress: 43400/64438 (67%) | Rate: 4.4/s | ETA: 80.2min | Cost: $0.321
Progress: 43500/64438 (67%) | Rate: 4.4/s | ETA: 79.8min | Cost: $0.322
Progress: 43600/64438 (67%) | Rate: 4.4/s | ETA: 79.4min | Cost: $0.323
Progress: 43700/64438 (67%) | Rate: 4.4/s | ETA: 79.1min | Cost: $0.324
Progress: 43800/64438 (67%) | Rate: 4.4/s | ETA: 78.6min | Cost: $0.325
Progress: 43900/64438 (68%) | Rate: 4.4/s | ETA: 78.2min | Cost: $0.325
Progress: 44000/64438 (68%) | Rate: 4.4/s | ETA: 77.8min | Cost: $0.326
Progress: 44100/64438 (68%) | Rate: 4.4/s | ETA: 77.4min | Cost: $0.327
Progress: 44200/64438 (68%) | Rate: 4.4/s | ETA: 77.0min | Cost: $0.327
Progress: 44300/64438 (68%) | Rate: 4.4/s | ETA: 76.6min | Cost: $0.328
Progress: 44400/64438 (68%) | Rate: 4.4/s | ETA: 76.3min | Cost: $0.329
Progress: 44500/64438 (69%) | Rate: 4.4/s | ETA: 75.9min | Cost: $0.330
Progress: 44600/64438 (69%) | Rate: 4.4/s | ETA: 75.5min | Cost: $0.331
Progress: 44700/64438 (69%) | Rate: 4.4/s | ETA: 75.1min | Cost: $0.331
Progress: 44800/64438 (69%) | Rate: 4.4/s | ETA: 74.8min | Cost: $0.332
Progress: 44900/64438 (69%) | Rate: 4.4/s | ETA: 74.3min | Cost: $0.333
Progress: 45000/64438 (69%) | Rate: 4.4/s | ETA: 73.9min | Cost: $0.334
Progress: 45100/64438 (69%) | Rate: 4.4/s | ETA: 73.5min | Cost: $0.334
Progress: 45200/64438 (70%) | Rate: 4.4/s | ETA: 73.1min | Cost: $0.335
Progress: 45300/64438 (70%) | Rate: 4.4/s | ETA: 72.7min | Cost: $0.336
Progress: 45400/64438 (70%) | Rate: 4.4/s | ETA: 72.3min | Cost: $0.337
Progress: 45500/64438 (70%) | Rate: 4.4/s | ETA: 72.0min | Cost: $0.337
Progress: 45600/64438 (70%) | Rate: 4.4/s | ETA: 71.6min | Cost: $0.338
Progress: 45700/64438 (70%) | Rate: 4.4/s | ETA: 71.2min | Cost: $0.339
Progress: 45800/64438 (71%) | Rate: 4.4/s | ETA: 70.8min | Cost: $0.340
Progress: 45900/64438 (71%) | Rate: 4.4/s | ETA: 70.4min | Cost: $0.340
Progress: 46000/64438 (71%) | Rate: 4.4/s | ETA: 70.0min | Cost: $0.341
Progress: 46100/64438 (71%) | Rate: 4.4/s | ETA: 69.6min | Cost: $0.342
Progress: 46200/64438 (71%) | Rate: 4.4/s | ETA: 69.2min | Cost: $0.343
Progress: 46300/64438 (71%) | Rate: 4.4/s | ETA: 68.8min | Cost: $0.343
Progress: 46400/64438 (72%) | Rate: 4.4/s | ETA: 68.4min | Cost: $0.344
Progress: 46500/64438 (72%) | Rate: 4.4/s | ETA: 68.0min | Cost: $0.345
Progress: 46600/64438 (72%) | Rate: 4.4/s | ETA: 67.6min | Cost: $0.346
Progress: 46700/64438 (72%) | Rate: 4.4/s | ETA: 67.2min | Cost: $0.346
Progress: 46800/64438 (72%) | Rate: 4.4/s | ETA: 66.8min | Cost: $0.347
Progress: 46900/64438 (72%) | Rate: 4.4/s | ETA: 66.5min | Cost: $0.348
Progress: 47000/64438 (72%) | Rate: 4.4/s | ETA: 66.1min | Cost: $0.348
Progress: 47100/64438 (73%) | Rate: 4.4/s | ETA: 65.7min | Cost: $0.349
Progress: 47200/64438 (73%) | Rate: 4.4/s | ETA: 65.3min | Cost: $0.350
Progress: 47300/64438 (73%) | Rate: 4.4/s | ETA: 64.9min | Cost: $0.351
Progress: 47400/64438 (73%) | Rate: 4.4/s | ETA: 64.6min | Cost: $0.352
Progress: 47500/64438 (73%) | Rate: 4.4/s | ETA: 64.2min | Cost: $0.352
Progress: 47600/64438 (73%) | Rate: 4.4/s | ETA: 63.8min | Cost: $0.353
Progress: 47700/64438 (74%) | Rate: 4.4/s | ETA: 63.4min | Cost: $0.354
Progress: 47800/64438 (74%) | Rate: 4.4/s | ETA: 63.1min | Cost: $0.355
Progress: 47900/64438 (74%) | Rate: 4.4/s | ETA: 62.7min | Cost: $0.355
Progress: 48000/64438 (74%) | Rate: 4.4/s | ETA: 62.3min | Cost: $0.356
Progress: 48100/64438 (74%) | Rate: 4.4/s | ETA: 61.9min | Cost: $0.357
Progress: 48200/64438 (74%) | Rate: 4.4/s | ETA: 61.6min | Cost: $0.358
Progress: 48300/64438 (74%) | Rate: 4.4/s | ETA: 61.2min | Cost: $0.358
Progress: 48400/64438 (75%) | Rate: 4.4/s | ETA: 60.8min | Cost: $0.359
Progress: 48500/64438 (75%) | Rate: 4.4/s | ETA: 60.4min | Cost: $0.360
Progress: 48600/64438 (75%) | Rate: 4.4/s | ETA: 60.0min | Cost: $0.361
Progress: 48700/64438 (75%) | Rate: 4.4/s | ETA: 59.7min | Cost: $0.361
Progress: 48800/64438 (75%) | Rate: 4.4/s | ETA: 59.2min | Cost: $0.362
Progress: 48900/64438 (75%) | Rate: 4.4/s | ETA: 58.8min | Cost: $0.363
Progress: 49000/64438 (76%) | Rate: 4.4/s | ETA: 58.5min | Cost: $0.364
Progress: 49100/64438 (76%) | Rate: 4.4/s | ETA: 58.1min | Cost: $0.364
Progress: 49200/64438 (76%) | Rate: 4.4/s | ETA: 57.7min | Cost: $0.365
Progress: 49300/64438 (76%) | Rate: 4.4/s | ETA: 57.3min | Cost: $0.366
Progress: 49400/64438 (76%) | Rate: 4.4/s | ETA: 57.0min | Cost: $0.367
Progress: 49500/64438 (76%) | Rate: 4.4/s | ETA: 56.6min | Cost: $0.367
Progress: 49600/64438 (76%) | Rate: 4.4/s | ETA: 56.2min | Cost: $0.368
Progress: 49700/64438 (77%) | Rate: 4.4/s | ETA: 55.8min | Cost: $0.369
Progress: 49800/64438 (77%) | Rate: 4.4/s | ETA: 55.4min | Cost: $0.370
Progress: 49900/64438 (77%) | Rate: 4.4/s | ETA: 55.0min | Cost: $0.370
Progress: 50000/64438 (77%) | Rate: 4.4/s | ETA: 54.6min | Cost: $0.371
Progress: 50100/64438 (77%) | Rate: 4.4/s | ETA: 54.2min | Cost: $0.372
Progress: 50200/64438 (77%) | Rate: 4.4/s | ETA: 53.9min | Cost: $0.372
Progress: 50300/64438 (78%) | Rate: 4.4/s | ETA: 53.5min | Cost: $0.373
Progress: 50400/64438 (78%) | Rate: 4.4/s | ETA: 53.0min | Cost: $0.374
Progress: 50500/64438 (78%) | Rate: 4.4/s | ETA: 52.7min | Cost: $0.375
Progress: 50600/64438 (78%) | Rate: 4.4/s | ETA: 52.3min | Cost: $0.375
Progress: 50700/64438 (78%) | Rate: 4.4/s | ETA: 51.9min | Cost: $0.376
Progress: 50800/64438 (78%) | Rate: 4.4/s | ETA: 51.5min | Cost: $0.377
Progress: 50900/64438 (78%) | Rate: 4.4/s | ETA: 51.1min | Cost: $0.378
Progress: 51000/64438 (79%) | Rate: 4.4/s | ETA: 50.7min | Cost: $0.378
Progress: 51100/64438 (79%) | Rate: 4.4/s | ETA: 50.4min | Cost: $0.379
Progress: 51200/64438 (79%) | Rate: 4.4/s | ETA: 49.9min | Cost: $0.380
Progress: 51300/64438 (79%) | Rate: 4.4/s | ETA: 49.6min | Cost: $0.381
Progress: 51400/64438 (79%) | Rate: 4.4/s | ETA: 49.1min | Cost: $0.381
Progress: 51500/64438 (79%) | Rate: 4.4/s | ETA: 48.8min | Cost: $0.382
Progress: 51600/64438 (80%) | Rate: 4.4/s | ETA: 48.4min | Cost: $0.383
Progress: 51700/64438 (80%) | Rate: 4.4/s | ETA: 48.0min | Cost: $0.383
Progress: 51800/64438 (80%) | Rate: 4.4/s | ETA: 47.7min | Cost: $0.384
Progress: 51900/64438 (80%) | Rate: 4.4/s | ETA: 47.3min | Cost: $0.385
Progress: 52000/64438 (80%) | Rate: 4.4/s | ETA: 46.9min | Cost: $0.386
Progress: 52100/64438 (80%) | Rate: 4.4/s | ETA: 46.5min | Cost: $0.386
Progress: 52200/64438 (81%) | Rate: 4.4/s | ETA: 46.1min | Cost: $0.387
Progress: 52300/64438 (81%) | Rate: 4.4/s | ETA: 45.7min | Cost: $0.388
Progress: 52400/64438 (81%) | Rate: 4.4/s | ETA: 45.3min | Cost: $0.389
Progress: 52500/64438 (81%) | Rate: 4.4/s | ETA: 44.9min | Cost: $0.389
Progress: 52600/64438 (81%) | Rate: 4.4/s | ETA: 44.6min | Cost: $0.390
Progress: 52700/64438 (81%) | Rate: 4.4/s | ETA: 44.2min | Cost: $0.391
Progress: 52800/64438 (81%) | Rate: 4.4/s | ETA: 43.8min | Cost: $0.392
Progress: 52900/64438 (82%) | Rate: 4.4/s | ETA: 43.4min | Cost: $0.393
Progress: 53000/64438 (82%) | Rate: 4.4/s | ETA: 43.0min | Cost: $0.393
Progress: 53100/64438 (82%) | Rate: 4.4/s | ETA: 42.6min | Cost: $0.394
Progress: 53200/64438 (82%) | Rate: 4.4/s | ETA: 42.3min | Cost: $0.395
Progress: 53300/64438 (82%) | Rate: 4.4/s | ETA: 41.9min | Cost: $0.395
Progress: 53400/64438 (82%) | Rate: 4.4/s | ETA: 41.5min | Cost: $0.396
Progress: 53500/64438 (83%) | Rate: 4.4/s | ETA: 41.1min | Cost: $0.397
Progress: 53600/64438 (83%) | Rate: 4.4/s | ETA: 40.7min | Cost: $0.398
Progress: 53700/64438 (83%) | Rate: 4.4/s | ETA: 40.4min | Cost: $0.398
Progress: 53800/64438 (83%) | Rate: 4.4/s | ETA: 40.0min | Cost: $0.399
Progress: 53900/64438 (83%) | Rate: 4.4/s | ETA: 39.6min | Cost: $0.400
Progress: 54000/64438 (83%) | Rate: 4.4/s | ETA: 39.3min | Cost: $0.401
Progress: 54100/64438 (83%) | Rate: 4.4/s | ETA: 38.9min | Cost: $0.401
Progress: 54200/64438 (84%) | Rate: 4.4/s | ETA: 38.5min | Cost: $0.402
Progress: 54300/64438 (84%) | Rate: 4.4/s | ETA: 38.1min | Cost: $0.403
Progress: 54400/64438 (84%) | Rate: 4.4/s | ETA: 37.8min | Cost: $0.403
Progress: 54500/64438 (84%) | Rate: 4.4/s | ETA: 37.4min | Cost: $0.404
Progress: 54600/64438 (84%) | Rate: 4.4/s | ETA: 37.0min | Cost: $0.405
Progress: 54700/64438 (84%) | Rate: 4.4/s | ETA: 36.6min | Cost: $0.406
Progress: 54800/64438 (85%) | Rate: 4.4/s | ETA: 36.3min | Cost: $0.407
Progress: 54900/64438 (85%) | Rate: 4.4/s | ETA: 35.9min | Cost: $0.407
Progress: 55000/64438 (85%) | Rate: 4.4/s | ETA: 35.5min | Cost: $0.408
Progress: 55100/64438 (85%) | Rate: 4.4/s | ETA: 35.1min | Cost: $0.409
Progress: 55200/64438 (85%) | Rate: 4.4/s | ETA: 34.7min | Cost: $0.410
Progress: 55300/64438 (85%) | Rate: 4.4/s | ETA: 34.4min | Cost: $0.410
Progress: 55400/64438 (85%) | Rate: 4.4/s | ETA: 34.0min | Cost: $0.411
Progress: 55500/64438 (86%) | Rate: 4.4/s | ETA: 33.7min | Cost: $0.412
Progress: 55600/64438 (86%) | Rate: 4.4/s | ETA: 33.3min | Cost: $0.413
Progress: 55700/64438 (86%) | Rate: 4.4/s | ETA: 32.9min | Cost: $0.414
